ocid,release_id,date,buyer_name,buyer_id,tender_id,tender_title,mainProcurementCategory,tender_minValue,tender_datePublished,tender_status,award_id,award_title,award_date,award_value,award_supplier
ocds-20h3g7-37846127,ocds-20h3g7-37846127-1,2019-04-29T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37846127,Penataan Kebun Bibit Jl. Durian,works,3456565373.55,2019-03-29T00:00:00.000000Z,complete,37846127-1,Penataan Kebun Bibit Jl. Durian,2019-04-29T00:00:00.000000Z,3072638413.28,PT. MERDEKA INTI PERSADA
ocds-20h3g7-37850127,ocds-20h3g7-37850127-1,2019-04-30T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37850127,Belanja Barang Pakai Habis Olah Raga Untuk Pengadaan Peralatan Olahraga,goods,598303750.0,2019-04-04T00:00:00.000000Z,complete,37850127-1,Belanja Barang Pakai Habis Olah Raga Untuk Pengadaan Peralatan Olahraga,2019-04-30T00:00:00.000000Z,574695000.0,PT.TARA BINTANG PERMAI
ocds-20h3g7-37860127,ocds-20h3g7-37860127-1,2019-04-23T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37860127,Rehab RPH Babi Kapuk,works,3835069557.0,2019-03-21T00:00:00.000000Z,complete,37860127-1,Rehab RPH Babi Kapuk,2019-04-23T00:00:00.000000Z,3191047200.0,PT. TALENTA RIA LESTARI
ocds-20h3g7-37866127,ocds-20h3g7-37866127-1,2019-05-10T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37866127,Belanja Makan Minum untuk Kegiatan Peningkatan Wawasan Pengelolaan Lingkungan dan Kebersihan,services,297990000.0,2019-03-25T00:00:00.000000Z,complete,37866127-1,Belanja Makan Minum untuk Kegiatan Peningkatan Wawasan Pengelolaan Lingkungan dan Kebersihan,2019-05-10T00:00:00.000000Z,272811000.0,PRADANA GRASINDO
ocds-20h3g7-37878127,ocds-20h3g7-37878127-1,2019-04-10T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37878127,Pengembangan Peningkatan ITS Traffic Light,goods,11049572820.0,2019-04-05T00:00:00.000000Z,complete,37878127-1,Pengembangan Peningkatan ITS Traffic Light,2019-04-10T00:00:00.000000Z,9987120000.0,PT. Newtel
ocds-20h3g7-37882127,ocds-20h3g7-37882127-1,2019-05-17T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37882127,Pemeliharaan Rutin/Berkala Gedung Kantor,works,270685863.39,2019-04-16T00:00:00.000000Z,complete,37882127-1,Pemeliharaan Rutin/Berkala Gedung Kantor,2019-05-17T00:00:00.000000Z,216549300.58,PT MANDALAWANGI LESTARI
ocds-20h3g7-37884127,ocds-20h3g7-37884127-1,2019-05-14T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37884127,Pengawasan Pembangunan Prasarana Kali/ Sungai dan Kelengkapannya Kali Ancol Sistem Aliran Timur,services,577005000.0,2019-03-20T00:00:00.000000Z,complete,37884127-1,Pengawasan Pembangunan Prasarana Kali/ Sungai dan Kelengkapannya Kali Ancol Sistem Aliran Timur,2019-05-14T00:00:00.000000Z,522472500.0,PT. ZORA MEGAH BINTANG
ocds-20h3g7-37890127,ocds-20h3g7-37890127-1,2019-04-01T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37890127,belanja cetakan khusus,goods,372504000.0,2019-03-28T00:00:00.000000Z,complete,37890127-1,belanja cetakan khusus,2019-04-01T00:00:00.000000Z,242000000.0,PT Poin Plus Digital
ocds-20h3g7-37892127,ocds-20h3g7-37892127-1,2019-05-10T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37892127,Pembangunan Instalasi Pengolahan Air (IPA) Pulau Pramuka,works,1367125759.05,2019-04-12T00:00:00.000000Z,complete,37892127-1,Pembangunan Instalasi Pengolahan Air (IPA) Pulau Pramuka,2019-05-10T00:00:00.000000Z,1217285763.93,CV.WIJAYA CIPTA MANDIRI
ocds-20h3g7-37894127,ocds-20h3g7-37894127-1,2019-05-21T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37894127,Analisis Penerapan Pola Keuangan BLUD Dalam Pembiayaan Perumahan,services,621438400.0,2019-04-02T00:00:00.000000Z,complete,37894127-1,Analisis Penerapan Pola Keuangan BLUD Dalam Pembiayaan Perumahan,2019-05-21T00:00:00.000000Z,580624000.0,PT. BUMI MADANI
ocds-20h3g7-37901127,ocds-20h3g7-37901127-1,2019-04-26T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37901127,"Peningkatan Sarana, Prasarana dan Utilitas dikawasan Kumuh di Kel. Kota Bambu Utara Kec. Palmerah T.A 2019 ( Penataan Kawasan Permukiman Terpadu) (Pekerjaan Konstruksi)",works,3180489721.28,2019-03-29T00:00:00.000000Z,complete,37901127-1,"Peningkatan Sarana, Prasarana dan Utilitas dikawasan Kumuh di Kel. Kota Bambu Utara Kec. Palmerah T.A 2019 ( Penataan Kawasan Permukiman Terpadu) (Pekerjaan Konstruksi)",2019-04-26T00:00:00.000000Z,2871520158.29,PT.RIANI ASISI PERDANA
ocds-20h3g7-37914127,ocds-20h3g7-37914127-1,2019-04-12T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37914127,Pengadaan Kapal Dinas,works,10132685234.1,2019-03-22T00:00:00.000000Z,complete,37914127-1,Pengadaan Kapal Dinas,2019-04-12T00:00:00.000000Z,9505897997.2,PT. MERPATI MARINE SERVICE
ocds-20h3g7-37916127,ocds-20h3g7-37916127-1,2019-04-24T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37916127,Pengadaan Bahan Kimia,goods,2476635700.0,2019-03-27T00:00:00.000000Z,complete,37916127-1,Pengadaan Bahan Kimia,2019-04-24T00:00:00.000000Z,2457521000.0,AGRAPANA AKUSARA BASITA
ocds-20h3g7-37930127,ocds-20h3g7-37930127-1,2019-05-10T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37930127,Penataan Kebun Bibit Ciganjur,works,1497016796.5,2019-03-29T00:00:00.000000Z,complete,37930127-1,Penataan Kebun Bibit Ciganjur,2019-05-10T00:00:00.000000Z,1197613437.22,CV. GENTA BERKARYA
ocds-20h3g7-37941127,ocds-20h3g7-37941127-1,2019-05-31T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37941127,Perencanaan Pembangunan Gedung baru PPKD Jakarta Pusat,services,515771817.0,2019-03-28T00:00:00.000000Z,complete,37941127-1,Perencanaan Pembangunan Gedung baru PPKD Jakarta Pusat,2019-05-31T00:00:00.000000Z,485485000.0,PT. CIPTA ADIWASTU DESAIN
ocds-20h3g7-37948127,ocds-20h3g7-37948127-1,2019-05-10T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37948127,Penataan Kebun Bibit Cibubur,works,1891986689.79,2019-03-29T00:00:00.000000Z,complete,37948127-1,Penataan Kebun Bibit Cibubur,2019-05-10T00:00:00.000000Z,1513567326.68,CV. RIAPRIMA PUTRI AMBAR
ocds-20h3g7-37953127,ocds-20h3g7-37953127-1,2019-05-24T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37953127,"Pelaksanaan Pembangunan RTH Makam TPU Penggilingan, Jakarta Timur",works,2764688840.66,2019-04-09T00:00:00.000000Z,complete,37953127-1,"Pelaksanaan Pembangunan RTH Makam TPU Penggilingan, Jakarta Timur",2019-05-24T00:00:00.000000Z,2331500089.5,CV.GRECIA MANGUN JAYA
ocds-20h3g7-37954127,ocds-20h3g7-37954127-3,2019-03-25T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37954127,Belanja Makanan dan Minuman Pertemuan Rutin PKK Tingkat RW Kegiatan Pelaksanaan Orientasi Pokja I-IV dan Sekretariat,services,3468800000.0,2019-03-22T00:00:00.000000Z,complete,37954127-1,Belanja Makanan dan Minuman Pertemuan Rutin PKK Tingkat RW Kegiatan Pelaksanaan Orientasi Pokja I-IV dan Sekretariat,2019-03-25T00:00:00.000000Z,2967450000.0,pt baniara novita
ocds-20h3g7-37958127,ocds-20h3g7-37958127-2,2019-04-12T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37958127,Pembinaan Kewirausahaan (Makanan dan Minuman PKT),services,572000000.0,2019-03-21T00:00:00.000000Z,complete,37958127-1,Pembinaan Kewirausahaan (Makanan dan Minuman PKT),2019-04-12T00:00:00.000000Z,571560000.0,CV.Cempaka Katerina
ocds-20h3g7-37966127,ocds-20h3g7-37966127-1,2019-05-28T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37966127,Belanja Jasa Konsultansi Perencanaan (Planning) Penyusunan Instrumen Ekonomi Lingkungan Hidup,services,223080000.0,2019-04-08T00:00:00.000000Z,complete,37966127-1,Belanja Jasa Konsultansi Perencanaan (Planning) Penyusunan Instrumen Ekonomi Lingkungan Hidup,2019-05-28T00:00:00.000000Z,200200000.0,PT. GARDA DJASA
ocds-20h3g7-37970127,ocds-20h3g7-37970127-1,2019-05-28T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37970127,Belanja Jasa Konsultansi Perencanaan (Planning) Penyusunan Indeks Kualitas Lingkungan Hidup,services,242330000.0,2019-04-08T00:00:00.000000Z,complete,37970127-1,Belanja Jasa Konsultansi Perencanaan (Planning) Penyusunan Indeks Kualitas Lingkungan Hidup,2019-05-28T00:00:00.000000Z,234850000.0,PT. Logarith Enjinering Indonesia
ocds-20h3g7-37972127,ocds-20h3g7-37972127-1,2019-05-28T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37972127,Belanja Jasa Konsultansi Perencanaan (Planning) Dokumen Informasi Kinerja Pengelolaan Lingkungan Hidup,services,196845000.0,2019-04-08T00:00:00.000000Z,complete,37972127-1,Belanja Jasa Konsultansi Perencanaan (Planning) Dokumen Informasi Kinerja Pengelolaan Lingkungan Hidup,2019-05-28T00:00:00.000000Z,187000000.0,CV. Multi Lisensi
ocds-20h3g7-37983127,ocds-20h3g7-37983127-1,2019-04-22T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37983127,Pengadaan Barang Pakai Habis Sandang dan Pakai Habis Olahraga Kegiatan Pembinaan dan Pengiriman Pekan Olahraga Pelajar Provinsi (POPPROV) Kota Administrasi Jakarta Timur dan Kegiatan Pekan Olahraga Pelajar Tingkat Kota (POPKOT),goods,1375470470.0,2019-03-27T00:00:00.000000Z,complete,37983127-1,Pengadaan Barang Pakai Habis Sandang dan Pakai Habis Olahraga Kegiatan Pembinaan dan Pengiriman Pekan Olahraga Pelajar Provinsi (POPPROV) Kota Administrasi Jakarta Timur dan Kegiatan Pekan Olahraga Pelajar Tingkat Kota (POPKOT),2019-04-22T00:00:00.000000Z,1323213100.0,PT.TARA BINTANG PERMAI
ocds-20h3g7-37985127,ocds-20h3g7-37985127-1,2019-04-12T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37985127,Belanja Makanan dan Minuman Peserta/Petugas/Panitia,services,658954431.3,2019-03-28T00:00:00.000000Z,complete,37985127-1,Belanja Makanan dan Minuman Peserta/Petugas/Panitia,2019-04-12T00:00:00.000000Z,544028016.0,PRADANA GRASINDO
ocds-20h3g7-37986127,ocds-20h3g7-37986127-1,2019-04-11T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37986127,Pengadaan Peralatan Pendukung Laboratorium,goods,2581622153.0,2019-03-26T00:00:00.000000Z,complete,37986127-1,Pengadaan Peralatan Pendukung Laboratorium,2019-04-11T00:00:00.000000Z,2532812700.0,Serumpun Berkah Mandiri
ocds-20h3g7-37987127,ocds-20h3g7-37987127-1,2019-04-11T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,37987127,Belanja Makanan dan Minuman Peserta/Petugas/Panitia Kegiatan Pekan Olahraga Pelajar Tingkat Kota (POPKOT),services,470275300.0,2019-03-27T00:00:00.000000Z,complete,37987127-1,Belanja Makanan dan Minuman Peserta/Petugas/Panitia Kegiatan Pekan Olahraga Pelajar Tingkat Kota (POPKOT),2019-04-11T00:00:00.000000Z,443410550.0,CV FRIENDS
